Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
12040,"Scott, Wyatt",07-03-1955,M,M,60000,2,0,High School,Professional,0,2,Person,United States,California
12041,"Morgan, Seth",3-15-1955,M,M,60000,2,0,High School,Professional,0,2,Person,United States,California
12134,"White, Alexis",12-11-1957,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
12140,"Yang, Christian",6-16-1956,S,M,60000,2,0,High School,Professional,0,2,Person,United States,California
12453,"Watson, Eduardo",4-23-1957,M,M,60000,2,0,High School,Professional,1,2,Person,United States,California
13392,"Washington, Marissa",3-27-1956,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
14149,"Simmons, Ryan",10-06-1957,M,M,60000,2,0,High School,Professional,0,2,Person,United States,California
14153,"Sanders, Maria",8-19-1956,S,F,60000,2,0,High School,Professional,1,2,Person,United States,California
14198,"Perry, Kyle",03-08-1954,M,M,60000,2,0,High School,Professional,1,2,Person,United States,California
15049,"Oliver, Brad",01-01-1956,M,M,60000,2,0,High School,Professional,1,2,Person,United States,California
15094,"Washington, Nicole",08-10-1955,S,F,60000,2,0,High School,Professional,0,2,Person,United States,California
15095,"Butler, Sarah",06-11-1955,M,F,60000,2,0,High School,Professional,0,2,Person,United States,California
15676,"King, Natalie",3-24-1957,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
15677,"Jenkins, Emily",7-19-1957,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
15682,"Jackson, Zachary",04-03-1956,S,M,60000,2,0,High School,Professional,1,2,Person,United States,California
15711,"Green, Jan",11-25-1955,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
15712,"Bryant, Mya",7-25-1955,S,F,60000,2,0,High School,Professional,0,2,Person,United States,California
16612,"Edwards, Jack",12-03-1956,M,M,60000,2,0,High School,Professional,1,2,Person,United States,California
16613,"Hill, Lucas",11-25-1956,M,M,60000,2,0,High School,Professional,1,2,Person,United States,California
17222,"Rodriguez, Isabella",11-13-1957,M,F,60000,2,0,High School,Professional,1,2,Person,United States,California
17224,"Davis, Jessica",07-07-1957,S,F,60000,2,0,High School,Professional,1,2,Person,United States,California
17272,"Gonzalez, Sean",06-04-1955,S,M,60000,2,0,High School,Professional,1,2,Person,United States,California
5889,"Hughes, Arianna",2-18-1954,S,F,60000,3,0,Partial High School,Skilled Manual,1,2,Person,United States,California
5890,"Rodriguez, Daniel",09-06-1954,S,M,60000,3,0,Partial High School,Skilled Manual,1,2,Person,United States,California
8717,"Martin, Logan",4-26-1954,S,M,60000,3,0,Partial High School,Skilled Manual,1,2,Person,United States,California
16667,"Garcia, Alyssa",7-26-1954,M,F,60000,3,0,Partial High School,Skilled Manual,1,2,Person,United States,California
195,"Price, Jacqueline",06-10-1945,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
1080,"Cooper, Nathaniel",10-13-1945,M,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
2211,"Simmons, Ethan",5-27-1945,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
2213,"Phillips, Logan",08-10-1945,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
2358,"Gonzales, Blake",9-27-1945,S,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
2360,"Wood, Ian",09-02-1945,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4308,"Garcia, Jennifer",4-25-1945,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4309,"Lal, Christy",04-11-1945,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4310,"Wilson, Dylan",08-02-1945,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4313,"Gonzales, Alexandria",7-15-1945,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4884,"Coleman, Tristan",11-13-1945,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
4885,"Bradley, Dakota",07-07-1945,M,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
6139,"Jenkins, Melanie",07-08-1946,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
7071,"Martinez, Alyssa",02-04-1946,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
7072,"Campbell, Katelyn",8-13-1946,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
7074,"Chen, Robert",8-14-1946,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
7993,"Perry, David",10-19-1946,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
7994,"Ross, Kevin",11-14-1946,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
8857,"Madan, Tammy",6-16-1946,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
8858,"Rogers, Megan",9-13-1946,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
8860,"Zhao, Lisa",07-11-1946,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
9512,"Taylor, Matthew",10-19-1946,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
10469,"Yang, Ethan",8-27-1946,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
10772,"Shen, Sheena",12-10-1946,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
11752,"Rodriguez, Samuel",7-18-1946,M,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
12678,"Lewis, Charles",3-13-1940,M,M,60000,3,0,Bachelors,Management,1,2,Person,United States,California
12679,"Diaz, Kelly",09-09-1940,S,F,60000,3,0,Bachelors,Management,1,2,Person,United States,California
12686,"Reed, Alexa",6-25-1943,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
12687,"Murphy, Rachel",3-13-1943,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
13636,"Rogers, Gabrielle",10-14-1940,S,F,60000,3,0,Bachelors,Management,1,2,Person,United States,California
13642,"Powell, Sarah",9-20-1943,M,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
13644,"Campbell, Jada",7-27-1943,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
13645,"Johnston, Samuel",11-07-1943,M,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
13941,"Martin, Fernando",6-26-1940,M,M,60000,3,0,Bachelors,Management,1,2,Person,United States,California
13943,"James, Steven",7-24-1940,M,M,60000,3,0,Bachelors,Management,0,2,Person,United States,California
13945,"Garcia, Whitney",09-11-1940,M,F,60000,3,0,Bachelors,Management,1,2,Person,United States,California
13952,"Ward, Jeremy",9-25-1943,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
14855,"Chen, Jordan",08-10-1943,M,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
16390,"Henderson, Lucas",10-16-1940,S,M,60000,3,0,Bachelors,Management,0,2,Person,United States,California
16398,"James, Alex",01-04-1943,S,M,60000,4,0,Bachelors,Management,1,2,Person,United States,California
16399,"Lee, Alexis",09-01-1943,S,F,60000,4,0,Bachelors,Management,0,2,Person,United States,California
16400,"Parker, Thomas",11-23-1943,S,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
17978,"Nelson, Carlos",7-25-1940,S,M,60000,3,0,Bachelors,Management,1,2,Person,United States,California
17979,"Watson, Alexandria",9-23-1940,M,F,60000,3,0,Bachelors,Management,1,2,Person,United States,California
17983,"Watson, Sydney",12-23-1941,S,F,60000,3,0,Bachelors,Management,0,2,Person,United States,California
17984,"Lopez, Sean",7-28-1941,S,M,60000,4,0,Bachelors,Management,0,2,Person,United States,California
17988,"Harris, Jessica",06-06-1943,S,F,60000,4,0,Bachelors,Management,1,2,Person,United States,California
189,"Morris, Catherine",09-06-1944,M,F,60000,4,0,Graduate Degree,Management,0,2,Person,United States,California
2464,"Sara, Tammy",08-04-1936,M,F,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
3379,"Mehta, Cory",09-01-1944,S,M,60000,4,0,Graduate Degree,Management,1,2,Person,United States,California
3380,"Foster, Richard",2-22-1944,M,M,60000,4,0,Graduate Degree,Management,1,2,Person,United States,California
4394,"Ruiz, Rebekah",10-02-1935,M,F,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
4954,"Moreno, Julio",04-11-1934,M,M,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
5779,"Hayes, Blake",09-03-1944,S,M,60000,4,0,Graduate Degree,Management,1,2,Person,United States,California
6446,"Hernandez, Natasha",4-21-1935,M,F,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
6468,"Hayes, Wyatt",8-13-1937,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
6470,"Perez, Ian",07-06-1937,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
6473,"Torres, Meredith",2-27-1939,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
6550,"Taylor, Jonathan",2-14-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
7439,"Sanz, Sheila",3-24-1941,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
7441,"Ashe, Joe",11-04-1941,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
7532,"Simmons, Thomas",2-14-1942,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
7537,"Coleman, Hailey",3-22-1943,M,F,60000,4,0,Graduate Degree,Management,1,2,Person,United States,California
7867,"Scott, Miguel",04-02-1953,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
7968,"Clark, Xavier",7-25-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
7971,"Roberts, Jason",08-12-1943,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
8733,"Hill, Kyle",5-18-1939,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
8735,"Weisman, Natalie",06-11-1939,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
8745,"Cai, Tamara",08-03-1941,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
8746,"Simmons, Kayla",9-18-1941,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
8841,"James, Jessica",09-11-1943,M,F,60000,4,0,Graduate Degree,Management,1,2,Person,United States,California
9360,"Blue, Rachel",03-04-1935,M,F,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
9380,"Chen, Brittney",11-18-1937,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
9385,"Gonzalez, Luis",02-12-1939,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
9388,"Adams, Jordan",11-12-1940,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
9487,"Butler, Jack",09-10-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
9491,"Roberts, Kaylee",04-02-1943,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
10342,"Liu, Louis",9-16-1938,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
10347,"Rodriguez, Christian",09-02-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
10357,"Evans, Gabriella",12-07-1941,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
10751,"Reed, Carlos",10-09-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
10752,"Jackson, Logan",11-10-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11124,"Bailey, Isabella",04-03-1937,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11126,"Garcia, Zachary",02-02-1937,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11127,"Ward, Rachel",08-03-1937,M,F,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
11128,"Thompson, Marcus",11-09-1938,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11135,"Raji, Leonard",11-10-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11138,"Griffin, Elizabeth",3-20-1940,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11146,"Kelly, Eduardo",06-06-1941,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
11724,"Anderson, Alexander",12-05-1942,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12064,"Thompson, Jennifer",4-16-1937,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12067,"Lal, Austin",2-14-1937,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12068,"Pal, Kelli",02-04-1938,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12069,"Shan, Ryan",08-12-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12076,"Sandberg, Rebekah",4-19-1941,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12077,"Brooks, Adrian",03-09-1941,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12511,"Cooper, Morgan",5-15-1953,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
12675,"Walker, Jeremiah",05-10-1939,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
13625,"Murphy, Allison",3-27-1938,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
13627,"Bryant, Seth",4-27-1938,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
13629,"Walker, David",08-11-1939,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
13630,"Perry, Seth",9-13-1939,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
13632,"Powell, Hannah",01-01-1939,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
13936,"Hayes, James",05-09-1938,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
13947,"Hughes, Sarah",12-11-1940,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
14200,"Griffin, Kyle",4-21-1953,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
14839,"Reed, Makayla",2-27-1938,S,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
14840,"Powell, Connor",09-06-1938,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
14841,"Pal, Karla",1-17-1938,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
14842,"Becker, Lindsey",3-27-1938,S,F,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
14843,"Brooks, Cole",04-10-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
15459,"Moore, Ryan",07-04-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
16384,"Hernandez, Jay",03-02-1938,S,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
16386,"Ramos, Jonathon",10-19-1939,M,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
16387,"Garcia, James",7-27-1939,M,M,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
16655,"Diaz, Carrie",2-16-1935,M,F,60000,2,0,Graduate Degree,Management,1,2,Person,United States,California
17002,"Rodriguez, Sydney",5-27-1939,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
17006,"Young, Amber",8-22-1940,M,F,60000,3,0,Graduate Degree,Management,1,2,Person,United States,California
17974,"Cooper, Bryan",11-19-1939,S,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
17975,"Hayes, Kelly",10-07-1939,S,F,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
17982,"Jai, Luke",3-17-1940,S,M,60000,3,0,Graduate Degree,Management,0,2,Person,United States,California
704,"Baker, Kaylee",6-24-1968,S,F,60000,0,0,Bachelors,Professional,0,1,Person,United States,California
705,"Hernandez, Evan",06-01-1968,S,M,60000,0,0,Bachelors,Professional,0,1,Person,United States,California
744,"Kelly, Chase",3-16-1958,M,M,60000,1,0,Bachelors,Professional,1,1,Person,United States,California
745,"Campbell, Stephanie",09-07-1958,M,F,60000,1,0,Bachelors,Professional,1,1,Person,United States,California
854,"Jones, Grace",11-18-1968,S,F,60000,0,0,Bachelors,Professional,1,1,Person,United States,California
